protein,sample,abundance,time,intervention,fiber_type,id,keywords,gobp,gocc,gomf,mito
MYH6,s_64,12.2261268921757,post,terbutaline,II,tin07,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_61,18.96945944706905,pre,terbutaline,I,tin07,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_18,13.045566812077192,pre,resistance,II,tyr12,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_69,19.23727764780161,pre,terbutaline,I,tin12,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_9,19.05930103700487,pre,resistance,I,tyr08,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_92,13.716454990275354,post,terbutaline,II,tin22,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_54,12.364953130589269,pre,terbutaline,II,tin05,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_29,18.802659232948606,pre,resistance,I,tyr19,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_30,11.952670056194888,pre,resistance,II,tyr19,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_57,19.096388471610542,pre,terbutaline,I,tin06,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_10,14.215427613078111,pre,resistance,II,tyr08,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_60,11.56101118312971,post,terbutaline,II,tin06,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_33,18.59655685754639,pre,resistance,I,tyr20,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_67,19.278761851425884,post,terbutaline,I,tin08,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_59,19.049037554758293,post,terbutaline,I,tin06,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_20,16.133394556986026,post,resistance,II,tyr12,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_51,18.778578423950357,post,terbutaline,I,tin03,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_68,15.448018995955513,post,terbutaline,II,tin08,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
