ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0019646,aerobic electron transport chain,58,-0.716909165166693,-2.8432023027776796,8.960718651007303e-14,1.774222292899446e-11,1.3419640850551608e-11,477,"tags=83%, list=23%, signal=66%",COX7A2L/NDUFB4/NDUFB6/UQCRQ/NDUFA2/DLD/NDUFB5/COX5A/NDUFC1/NDUFA4/COX4I1/UQCRC2/NDUFA6/NDUFB1/NDUFA9/NDUFS7/NDUFB10/COQ9/NDUFS4/NDUFA10/SDHB/NDUFA5/NDUFB7/CYCS/UQCRFS1/NDUFS3/NDUFA3/UQCRB/SDHA/CYC1/UQCRH/NDUFS5/NDUFS2/NDUFA7/NDUFAB1/NDUFS1/NDUFA8/NDUFB3/NDUFV1/COX5B/COX6B1/NDUFV2/UQCRC1/NDUFB8/NDUFB9/COX7C/NDUFS6/NDUFV3
GO:0033108,mitochondrial respiratory chain complex assembly,56,-0.6981196362317837,-2.7328869131746547,1.1567462407080245e-12,2.0994944268850643e-10,1.5879893567614547e-10,459,"tags=75%, list=22%, signal=60%",NDUFB4/NDUFA11/FXN/NDUFB6/COA1/NDUFA2/NDUFA12/NDUFB5/NDUFAF3/NDUFC1/SCO1/NDUFB11/NDUFAF4/TFAM/NDUFA6/NDUFB1/NDUFA9/NDUFS7/NDUFB10/NDUFS4/NDUFAF6/NDUFA10/NDUFA5/NDUFB7/UQCRFS1/NDUFS3/NDUFA3/UQCC2/NDUFS5/NDUFS2/NDUFAB1/NDUFS1/TACO1/NDUFA8/NDUFB3/NDUFA13/NDUFB8/TIMM21/NDUFB9/TMEM126A/LYRM7/NDUFAF5
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,38,-0.7705044788251172,-2.812867634965311,1.3270267020638178e-12,2.2232801208423042e-10,1.6816168329796562e-10,459,"tags=92%, list=22%, signal=73%",NDUFB4/NDUFA11/NDUFB6/NDUFA2/NDUFA12/NDUFB5/NDUFC1/NDUFB11/NDUFA6/NDUFB1/NDUFA9/NDUFS7/NDUFB10/NDUFS4/NDUFA10/SDHB/NDUFA5/NDUFB7/NDUFS3/NDUFA3/SDHA/NDUFS5/NDUFS2/NDUFA7/NDUFAB1/NDUFS1/NDUFA8/NDUFB3/NDUFV1/NDUFA13/NDUFV2/NDUFB8/NDUFB9/NDUFS6/NDUFV3
GO:0015986,proton motive force-driven ATP synthesis,39,-0.7692035735243415,-2.8061329359280696,1.7593188811560629e-12,2.736997516541361e-10,2.0701759766986759e-10,459,"tags=90%, list=22%, signal=72%",NDUFB4/NDUFA11/NDUFB6/NDUFA2/NDUFA12/NDUFB5/NDUFC1/NDUFB11/NDUFA6/NDUFB1/NDUFA9/NDUFS7/NDUFB10/NDUFS4/NDUFA10/SDHB/NDUFA5/NDUFB7/NDUFS3/NDUFA3/SDHA/NDUFS5/NDUFS2/NDUFA7/NDUFAB1/NDUFS1/NDUFA8/NDUFB3/NDUFV1/NDUFA13/NDUFV2/NDUFB8/NDUFB9/NDUFS6/NDUFV3
GO:0007005,mitochondrion organization,150,-0.5123824030817377,-2.399542665392831,2.8697485388231193e-12,4.166874878371169e-10,3.151688746146093e-10,578,"tags=63%, list=27%, signal=50%",AGK/PSMD10/HTRA2/PRKACA/NDUFS8/MTX2/PHB2/OPA1/AIFM1/HSPA9/PARK7/SMIM20/PNPT1/ENDOG/SAMM50/HSD17B10/CHCHD2/ATPAF1/COX7A2L/SPG7/NDUFB4/SIRT5/NDUFA11/FXN/CAMK2A/IMMT/NDUFB6/COA1/ATP2A1/TMEM11/NDUFA2/HMGCL/NDUFA12/NDUFB5/CLUH/NDUFAF3/FAM162A/CHCHD3/NDUFC1/SCO1/SSBP1/NDUFB11/NDUFAF4/SLIRP/TFAM/NDUFA6/AFG3L2/HSPD1/NDUFB1/NDUFA9/NDUFS7/NDUFB10/APOO/SOD2/TIMM10/NDUFS4/TIMM8B/NDUFAF6/NDUFA10/MTCH2/NDUFA5/CHCHD10/NDUFB7/TIMM13/UQCRFS1/NDUFS3/TIMM8A/NDUFA3/UQCC2/NDUFS5/NDUFS2/NDUFAB1/NDUFS1/TACO1/NDUFA8/NDUFB3/VDAC2/PRDX3/NDUFA13/DCN/EPM2A/PPIF/SLC25A4/ACAA2/NDUFB8/LONP1/TIMM21/NDUFB9/TIMM9/TMEM126A/LYRM7/NDUFAF5/HUWE1/TFRC/ATG3
GO:0097250,mitochondrial respirasome assembly,58,-0.6905103637011581,-2.738506845160078,4.281731078657858e-12,5.828506430823009e-10,4.4084928540128605e-10,480,"tags=74%, list=23%, signal=59%",ATPAF1/COX7A2L/NDUFB4/NDUFA11/FXN/NDUFB6/COA1/NDUFA2/NDUFA12/NDUFB5/NDUFAF3/NDUFC1/SCO1/NDUFB11/NDUFAF4/NDUFA6/NDUFB1/NDUFA9/NDUFS7/NDUFB10/NDUFS4/NDUFAF6/NDUFA10/NDUFA5/NDUFB7/UQCRFS1/NDUFS3/NDUFA3/UQCC2/NDUFS5/NDUFS2/NDUFAB1/NDUFS1/TACO1/NDUFA8/NDUFB3/NDUFA13/NDUFB8/TIMM21/NDUFB9/TMEM126A/LYRM7/NDUFAF5
GO:0016192,vesicle-mediated transport,248,0.450923320305675,2.202528837059229,7.001299221364762e-12,8.969899825960267e-10,6.784540731539228e-10,528,"tags=42%, list=25%, signal=36%",S100A13/EZR/CAP1/PRKAA1/CORO1C/COPA/LGALS3/DYNC1LI1/RAB35/LGALS3BP/GSN/CD93/CAV2/SNX6/SCFD2/DBNL/SQSTM1/RAB5A/C4BPA/STX12/BCAP31/FGA/UBE2O/VTA1/MYH9/FGB/SEC22B/ANXA1/TMED7/CLTC/SNAP23/MYO1C/NSF/VCP/COPZ1/AP2A1/RTN3/ANXA2/FKBP15/TOM1/SNCA/CTTN/SNX9/LAMTOR1/ARHGDIA/ARPC3/CD9/CALM1/CHMP2A/SEC23A/EPS15L1/NME1/CLTB/TMED9/AP4S1/FGG/ARCN1/PPP6C/EHD1/CDC42/MSN/CANX/GABARAPL2/SCARB2/NRBP1/CUL3/TGM2/DNM2/VPS45/RABEP1/FLNA/ACSL3/PDCD6IP/PFN2/DCTN1/SPTBN1/STXBP3/RAC1/SNX1/ATP6V1E1/SNAP29/ACTB/HOOK3/RAB14/NAPA/SEC31A/CHMP4B/VAMP3/SEC24C/VPS25/PAK1/PTK2/VPS26A/HYOU1/ARHGAP17/UBQLN2/APOA1/CLASP2/SPAG9/APOA2/RAB5C/C3/PLAA/LAMP1
GO:0010257,NADH dehydrogenase complex assembly,40,-0.7409794711697285,-2.6999240826494915,1.446999879985554e-11,1.6587188097939666e-9,1.2546010039763944e-9,459,"tags=88%, list=22%, signal=70%",NDUFB4/NDUFA11/NDUFB6/COA1/NDUFA2/NDUFA12/NDUFB5/NDUFAF3/NDUFC1/NDUFB11/NDUFAF4/NDUFA6/NDUFB1/NDUFA9/NDUFS7/NDUFB10/NDUFS4/NDUFAF6/NDUFA10/NDUFA5/NDUFB7/NDUFS3/NDUFA3/NDUFS5/NDUFS2/NDUFAB1/NDUFS1/NDUFA8/NDUFB3/NDUFA13/NDUFB8/TIMM21/NDUFB9/TMEM126A/NDUFAF5
GO:0032981,mitochondrial respiratory chain complex I assembly,40,-0.7409794711697285,-2.6999240826494915,1.446999879985554e-11,1.6587188097939666e-9,1.2546010039763944e-9,459,"tags=88%, list=22%, signal=70%",NDUFB4/NDUFA11/NDUFB6/COA1/NDUFA2/NDUFA12/NDUFB5/NDUFAF3/NDUFC1/NDUFB11/NDUFAF4/NDUFA6/NDUFB1/NDUFA9/NDUFS7/NDUFB10/NDUFS4/NDUFAF6/NDUFA10/NDUFA5/NDUFB7/NDUFS3/NDUFA3/NDUFS5/NDUFS2/NDUFAB1/NDUFS1/NDUFA8/NDUFB3/NDUFA13/NDUFB8/TIMM21/NDUFB9/TMEM126A/NDUFAF5
GO:0007010,cytoskeleton organization,281,0.4250528689671932,2.097080008278286,1.957339114265938e-11,2.131542295435607e-9,1.6122293230664179e-9,486,"tags=38%, list=23%, signal=34%",LCP1/EZR/TPPP3/NES/DBN1/MYBPH/CAP1/PRKAA1/CORO1C/MARCKS/TUBB2B/ACTC1/MAPT/ABLIM1/TPM4/SUN2/TUBB4A/DYNC1LI1/DYNC1LI2/GSN/ARPC5/ACTR2/CD2AP/DBNL/CKAP5/MYH14/LMNB1/CHP1/TUBB2A/MYL2/MYH9/ANXA1/CLTC/AQP1/ARPC2/MYO1C/VCP/LMOD2/TUBA1B/PDLIM3/SNCA/FLNB/SH3BGRL3/CLIP1/PLS3/TMSB4X/CTTN/SNX9/PFN1/HNRNPU/GMFB/ZYX/TUBB/SMTNL2/ACTN4/ARPC3/DES/THY1/XIRP2/ARPC1B/HRG/LMOD3/PAK2/LARP4/CHMP2A/SYNE2/DRG1/SVIL/SPTAN1/SPTA1/KPNB1/MYPN/CDC42/CAPZA1/MSN/VIM/MAP4/TAGLN2/EML2/CUL3/CRK/DNM2/TRIM54/DYNC1H1/FLNA/PDCD6IP/PFN2/DCTN1/RPS3/SPTBN1/TUBA4A/RAC1/ACTB/DYNLT1/HOOK3/CHMP4B/CFL1/IQGAP1/MYH3/TUBB4B/ACTN1/PAK1/SYNPO2/PTK2/FLNC/ARHGAP17
GO:0016054,organic acid catabolic process,82,-0.5999981597779767,-2.5459259392975375,2.1722457848933732e-10,2.1505233270444396e-8,1.6265859585445595e-8,539,"tags=60%, list=26%, signal=46%",GPT2/GCSH/BCKDHB/ALDH6A1/DDAH1/HSD17B10/DBT/GOT1/DCXR/TST/HMGCL/DLD/HADHB/CPT2/ECH1/HADHA/IVD/CPT1B/PCCA/PCCB/HIBCH/ETFA/PLIN5/AUH/SCP2/DLST/NOS1/MCCC2/ETFB/ACADS/MCCC1/ACADSB/ACAD8/CRAT/ETFDH/ACAA2/ALDH4A1/ECHS1/DECR1/ECI2/ALDH5A1/ECI1/ACAT1/GOT2/ACADM/HADH/HIBADH/ADHFE1/GLUL
GO:0046395,carboxylic acid catabolic process,82,-0.5999981597779767,-2.5459259392975375,2.1722457848933732e-10,2.1505233270444396e-8,1.6265859585445595e-8,539,"tags=60%, list=26%, signal=46%",GPT2/GCSH/BCKDHB/ALDH6A1/DDAH1/HSD17B10/DBT/GOT1/DCXR/TST/HMGCL/DLD/HADHB/CPT2/ECH1/HADHA/IVD/CPT1B/PCCA/PCCB/HIBCH/ETFA/PLIN5/AUH/SCP2/DLST/NOS1/MCCC2/ETFB/ACADS/MCCC1/ACADSB/ACAD8/CRAT/ETFDH/ACAA2/ALDH4A1/ECHS1/DECR1/ECI2/ALDH5A1/ECI1/ACAT1/GOT2/ACADM/HADH/HIBADH/ADHFE1/GLUL
GO:0006082,organic acid metabolic process,252,-0.41580260622224524,-2.0528759760567894,3.268888850766221e-10,3.095495616073404e-8,2.34133228899274e-8,414,"tags=37%, list=20%, signal=34%",FABP5/DCXR/PDK2/DBI/PRKAA2/IDH3B/THAP4/TST/TNXB/FAHD1/HMGCL/DLD/HADHB/PKM/CPT2/PCBD2/MDH1/DHTKD1/ECH1/IDH1/HADHA/IVD/CPT1B/SUCLG2/PCCA/PCCB/PDHB/PTGES2/MAPK14/HIBCH/ETFA/PLIN5/IDH3A/AUH/SCP2/DLST/OGDH/ASPA/L2HGDH/HSD17B8/NOS1/MPC2/ACSS1/MCCC2/PDHA1/MGLL/ETFB/ACSL1/ACOT2/BCO2/ACADS/MCCC1/ALDH1A1/ACO2/ACADSB/SDHA/MDH2/NDUFAB1/FH/PDHX/ACSF2/ACAD8/ADH1B/SUCLA2/CRAT/ABHD10/PFKFB1/ETFDH/CS/PPA2/IDH3G/ACAA2/MECR/ALDH4A1/VDAC1/ECHS1/DECR1/ECI2/ALDH5A1/ECI1/APIP/ACAT1/OSBPL1A/GOT2/MGST3/IDH2/ACADM/HADH/HIBADH/ADHFE1/GLUL/ECHDC3/SCPEP1/RGN
GO:1902600,proton transmembrane transport,65,-0.6301048306665901,-2.5723416423472036,3.7561643078562074e-10,3.4087191093795086e-8,2.5782443604363885e-8,382,"tags=63%, list=18%, signal=53%",NDUFA2/NDUFA12/NDUFB5/COX5A/NDUFC1/NDUFA4/COX4I1/NDUFA6/NDUFB1/NDUFA9/NDUFS7/NDUFB10/NDUFS4/NDUFA10/NDUFA5/NNT/NDUFB7/UQCRFS1/NDUFS3/NDUFA3/SLC25A12/CYC1/UQCRH/NDUFS5/NDUFS2/NDUFA7/NDUFS1/NDUFA8/NDUFB3/SLC25A3/NDUFV1/PPIF/COX5B/SLC25A4/COX6B1/NDUFV2/UQCRC1/NDUFB8/NDUFB9/NDUFS6/NDUFV3
GO:0006754,ATP biosynthetic process,45,-0.7006281806275468,-2.614780851207267,5.792214016087514e-10,4.8520931257840796e-8,3.669965560800389e-8,459,"tags=80%, list=22%, signal=64%",NDUFB4/NDUFA11/NDUFB6/NDUFA2/NDUFA12/NDUFB5/NDUFC1/NDUFB11/NDUFA6/NDUFB1/NDUFA9/NDUFS7/NDUFB10/NDUFS4/NDUFA10/SDHB/NDUFA5/NDUFB7/NDUFS3/NDUFA3/SDHA/NDUFS5/NDUFS2/NDUFA7/NDUFAB1/NDUFS1/NDUFA8/NDUFB3/NDUFV1/NDUFA13/NDUFV2/NUDT2/NDUFB8/NDUFB9/NDUFS6/NDUFV3
GO:0019752,carboxylic acid metabolic process,247,-0.41955207398200284,-2.072818560035942,5.598983578365051e-10,4.8520931257840796e-8,3.669965560800389e-8,414,"tags=38%, list=20%, signal=34%",FABP5/DCXR/PDK2/DBI/PRKAA2/IDH3B/THAP4/TST/TNXB/FAHD1/HMGCL/DLD/HADHB/PKM/CPT2/PCBD2/MDH1/DHTKD1/ECH1/IDH1/HADHA/IVD/CPT1B/SUCLG2/PCCA/PCCB/PDHB/PTGES2/MAPK14/HIBCH/ETFA/PLIN5/IDH3A/AUH/SCP2/DLST/OGDH/ASPA/L2HGDH/HSD17B8/NOS1/MPC2/ACSS1/MCCC2/PDHA1/MGLL/ETFB/ACSL1/ACOT2/BCO2/ACADS/MCCC1/ALDH1A1/ACO2/ACADSB/SDHA/MDH2/NDUFAB1/FH/PDHX/ACSF2/ACAD8/ADH1B/SUCLA2/CRAT/ABHD10/PFKFB1/ETFDH/CS/IDH3G/ACAA2/MECR/ALDH4A1/VDAC1/ECHS1/DECR1/ECI2/ALDH5A1/ECI1/APIP/ACAT1/OSBPL1A/GOT2/MGST3/IDH2/ACADM/HADH/HIBADH/ADHFE1/GLUL/ECHDC3/SCPEP1/RGN
