ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
BP,GO:0003205,cardiac chamber development,17,0.8491892707694372,2.2326810488320756,3.528048123984949e-7,8.549636620456859e-5,7.870023139731338e-5,131,"tags=47%, list=6%, signal=44%",MYH6/MYL3/MYL2/TNNC1/TNNI1/XIRP2/ANK2/HECTD1
BP,GO:0055002,striated muscle cell development,65,0.6032890010962371,2.1568568212692494,3.3782430989196096e-7,8.549636620456859e-5,7.870023139731338e-5,112,"tags=23%, list=5%, signal=23%",MYH6/ACTC1/MYL2/MYBPH/MYH3/MYOZ2/CSRP3/KLHL40/NRAP/MYOM3/TNNT1/KLHL41/FLII/PGM5/CSRP1
BP,GO:0003231,cardiac ventricle development,14,0.8684892640159886,2.18843154933592,4.0677032823058075e-7,8.65642281140116e-5,7.968320860563655e-5,131,"tags=50%, list=6%, signal=47%",MYH6/MYL3/MYL2/TNNC1/TNNI1/XIRP2/HECTD1
BP,GO:0042692,muscle cell differentiation,105,0.5352491870089374,2.065637605614565,4.1674662778409984e-7,8.65642281140116e-5,7.968320860563655e-5,128,"tags=20%, list=6%, signal=20%",MYH6/ACTC1/MYL2/MYBPH/MYH3/ATP2A2/MYOZ2/CSRP3/KLHL40/NRAP/YBX1/MYOM3/TNNT1/KLHL41/FLII/ANK2/SETD3/UCHL1/PGM5/CSRP1/NOS1
BP,GO:0030239,myofibril assembly,45,0.6437138364165399,2.1499550219917505,2.8825554248459757e-6,5.209165051605155e-4,4.7950867755852856e-4,112,"tags=31%, list=5%, signal=30%",MYH6/ACTC1/MYL2/MYBPH/MYH3/MYOZ2/CSRP3/NRAP/MYOM3/TNNT1/KLHL41/FLII/PGM5/CSRP1
BP,GO:0006941,striated muscle contraction,67,0.5917831420965378,2.1082098803169953,3.022389546162631e-6,5.209165051605155e-4,4.7950867755852856e-4,128,"tags=24%, list=6%, signal=23%",MYH6/MYL3/MYL2/MYBPH/MYH3/TNNC1/TNNI1/ATP2A2/CSRP3/SMPX/CASQ2/TNNT1/KLHL41/ANK2/ATP1A1/NOS1
BP,GO:0051146,striated muscle cell differentiation,84,0.5520577257908036,2.0708146236263203,3.0452477949548704e-6,5.209165051605155e-4,4.7950867755852856e-4,128,"tags=20%, list=6%, signal=20%",MYH6/ACTC1/MYL2/MYBPH/MYH3/MYOZ2/CSRP3/KLHL40/NRAP/YBX1/MYOM3/TNNT1/KLHL41/FLII/PGM5/CSRP1/NOS1
BP,GO:0014888,striated muscle adaptation,20,0.7883926261558867,2.170167209488592,4.873077664086278e-6,6.748052308172809e-4,6.211647368306471e-4,75,"tags=30%, list=4%, signal=29%",MYH6/TNNC1/TNNI1/ATP2A2/MYOZ2/TNNT1
CC,GO:0045095,keratin filament,11,-0.8795238095238095,-2.1564315155072533,4.186799319056007e-6,6.748052308172809e-4,6.211647368306471e-4,265,"tags=100%, list=13%, signal=88%",KRT6B/KRT2/CASP14/KRT5/KRT9/KRT16/KRT14/KRT1/KRT10/KRT17
BP,GO:0002026,regulation of the force of heart contraction,15,0.8249876844950004,2.1172123265989704,4.58855265032986e-6,6.748052308172809e-4,6.211647368306471e-4,128,"tags=47%, list=6%, signal=44%",MYH6/MYL3/MYL2/ATP2A2/CSRP3/ATP1A1/NOS1
CC,GO:0015629,actin cytoskeleton,158,0.4564494877916382,1.8441592844912567,4.841991060738443e-6,6.748052308172809e-4,6.211647368306471e-4,139,"tags=17%, list=7%, signal=17%",MYH6/MYH4/MYL3/ACTC1/MYL2/MYH3/TNNC1/TNNI1/MYOZ2/XIRP1/MYH1/POTEE/MYL6B/DPYSL3/HSPB7/TPM3/CRYAB/XIRP2/POTEF/CNN3/TNNT1/FLII/NEXN/PGM5/CALD1/MYOT/PDLIM1
BP,GO:0007517,muscle organ development,94,0.5360273730026612,2.0237467785471557,5.2727161552996445e-6,6.96957208164153e-4,6.415558460730621e-4,100,"tags=18%, list=5%, signal=18%",MYH6/MYL3/ACTC1/MYL2/MUSTN1/MYH3/TNNC1/TNNI1/ANKRD2/MYOZ2/CSRP3/KLHL40/MYL6B/CRYAB/XIRP2/KLHL41/ASS1
BP,GO:0010927,cellular component assembly involved in morphogenesis,53,0.6077511261200451,2.0966080523191413,9.908298366371087e-6,0.0011419712963690164,0.0010511956152415873,112,"tags=28%, list=5%, signal=27%",MYH6/ACTC1/MYL2/MYBPH/MYH3/MYOZ2/CSRP3/NRAP/MYOM3/TNNT1/KLHL41/FLII/ANK2/PGM5/CSRP1
BP,GO:0032989,cellular anatomical entity morphogenesis,53,0.6077511261200451,2.0966080523191413,9.908298366371087e-6,0.0011419712963690164,0.0010511956152415873,112,"tags=28%, list=5%, signal=27%",MYH6/ACTC1/MYL2/MYBPH/MYH3/MYOZ2/CSRP3/NRAP/MYOM3/TNNT1/KLHL41/FLII/ANK2/PGM5/CSRP1
CC,GO:0072562,blood microparticle,76,0.5438172825547577,1.992495131614132,9.104928034970282e-6,0.0011419712963690164,0.0010511956152415873,517,"tags=55%, list=24%, signal=43%",ACTC1/POTEE/ITIH2/POTEF/TFRC/C4A/A2M/AMBP/SERPING1/GC/A1BG/SERPINC1/ORM2/AHSG/C9/AGT/ALB/APOA1/HPX/TF/FGG/FN1/SERPINA3/DNPEP/IGHG3/IGKV2D-28/HSPA1A/ITIH4/IGHM/ORM1/VTN/IGKV4-1/KNG1/CP/APOA2/APOA4/C3/HP/CFH/IGHG2/FGB/FGA
BP,GO:0030029,actin filament-based process,199,0.4317241816815374,1.7804966908736866,1.0210197285280064e-5,0.0011419712963690164,0.0010511956152415873,207,"tags=20%, list=10%, signal=20%",MYH6/MYH4/ACTC1/MYL2/MYBPH/MYH3/TNNC1/ATP2A2/MYOZ2/XIRP1/CSRP3/NRAP/POTEE/MYL6B/DPYSL3/TPM3/MYOM3/XIRP2/POTEF/CNN3/TNNT1/KLHL41/FLII/ANK2/MSRB2/SETD3/ATP1A1/PGM5/CSRP1/CALD1/CORO6/NOS1/TMSB10/PDLIM1/DSTN/SMTNL1/FLNC/TNXB/APOA1/COBL
CC,GO:0016459,myosin complex,22,0.7560326164420051,2.1099193206538067,1.3440438054173213e-5,0.0014475849578346558,0.0013325159443182254,31,"tags=32%, list=1%, signal=32%",MYH6/MYH4/MYL3/MYL2/MYH3/MYH1/MYL6B
BP,GO:0043500,muscle adaptation,30,0.6932513264177605,2.1001553661365384,1.4845497705261684e-5,0.001462209564097266,0.0013459780357269772,75,"tags=23%, list=4%, signal=23%",MYH6/TNNC1/TNNI1/ATP2A2/MYOZ2/LMCD1/TNNT1
BP,GO:0003015,heart process,57,0.5827561575446815,2.0413212318803993,1.5084692889586649e-5,0.001462209564097266,0.0013459780357269772,128,"tags=23%, list=6%, signal=22%",MYH6/MYL3/ACTC1/MYL2/TNNC1/TNNI1/ATP2A2/CSRP3/HSPB7/CASQ2/ANK2/ATP1A1/NOS1
BP,GO:0060047,heart contraction,57,0.5827561575446815,2.0413212318803993,1.5084692889586649e-5,0.001462209564097266,0.0013459780357269772,128,"tags=23%, list=6%, signal=22%",MYH6/MYL3/ACTC1/MYL2/TNNC1/TNNI1/ATP2A2/CSRP3/HSPB7/CASQ2/ANK2/ATP1A1/NOS1
BP,GO:0006937,regulation of muscle contraction,49,0.6139267962131506,2.0820844158481635,2.0164164911612244e-5,0.0018915287600957552,0.0017411705049314072,128,"tags=24%, list=6%, signal=24%",MYL3/MYL2/MYBPH/TNNC1/TNNI1/ATP2A2/CASQ2/TNNT1/ANK2/SETD3/ATP1A1/NOS1
BP,GO:0003013,circulatory system process,95,0.5065596013122499,1.9120362817025005,2.1361686070849062e-5,0.0019412432216884086,0.0017869331473081966,367,"tags=32%, list=17%, signal=27%",MYH6/COL1A2/MYL3/ACTC1/MYL2/TNNC1/TNNI1/ATP2A2/CSRP3/SCPEP1/HSPB7/CASQ2/TFRC/ANK2/ATP1A1/NOS1/SERPING1/SMTNL1/CD36/AGT/FGG/SUMO1/GCLM/CAMK2D/SOD3/HSP90AA1/ADIPOQ/KNG1/SLC16A1/ITGB1
CC,GO:0022626,cytosolic ribosome,66,-0.5119040416541009,-2.0136768338556505,2.4040823811903433e-5,0.00211850653469743,0.001950105740148977,348,"tags=35%, list=16%, signal=30%",RPS4X/ABCE1/RPLP2/RPS23/RPS21/RPL35/RPL18/RPL21/RPL23A/RPS19/LARP4/RPL7A/RPL27/RPS10/RPLP1/RPS27/RPS28/ETF1/HBS1L/RPL28/RPL35A/RPS5/RPS13
BP,GO:0090257,regulation of muscle system process,64,0.5602529073082254,2.0007778107544554,2.481430614764846e-5,0.002122353008157698,0.0019536464561445838,128,"tags=20%, list=6%, signal=20%",MYL3/MYL2/MYBPH/TNNC1/TNNI1/ATP2A2/LMCD1/CASQ2/TNNT1/ANK2/SETD3/ATP1A1/NOS1
CC,GO:0031672,A band,33,0.664312746283221,2.067227193150861,2.673979598192886e-5,0.002221695049012832,0.0020450917648735367,82,"tags=30%, list=4%, signal=30%",MYL3/MYL2/MYBPH/MYH1/KLHL40/SMPX/CRYAB/MYOM3/KLHL41/ANK2
BP,GO:0070252,actin-mediated cell contraction,36,0.6475856125862585,2.0260383523875083,3.567992021896272e-5,0.0028821446665762106,0.0026530420209597136,128,"tags=28%, list=6%, signal=27%",MYH6/MYH4/ACTC1/MYH3/TNNC1/ATP2A2/MYL6B/ANK2/ATP1A1/NOS1
BP,GO:0043501,skeletal muscle adaptation,14,0.800001371684979,2.0158547881314846,4.0102398253159885e-5,0.0031518317329780796,0.0029012915720564893,75,"tags=36%, list=4%, signal=35%",TNNC1/TNNI1/ATP2A2/MYOZ2/TNNT1
CC,GO:0045111,intermediate filament cytoskeleton,33,-0.6257798928001019,-2.0878547957945512,5.038917274000233e-5,0.0036997362180696105,0.003405642945975176,265,"tags=48%, list=13%, signal=43%",KRT6A/SYNE2/KRT6B/KRT2/CASP14/EIF6/KRT5/KRT9/LMNB1/KRT16/JUP/KRT14/KRT1/KRT10/KRT17/S100A8
MF,GO:0003774,cytoskeletal motor activity,21,0.7353983764889607,2.0437383827346913,5.146137086928053e-5,0.0036997362180696105,0.003405642945975176,31,"tags=29%, list=1%, signal=28%",MYH6/MYH4/ACTC1/MYH3/MYH1/MYL6B
BP,GO:0006942,regulation of striated muscle contraction,32,0.6610940085092084,2.0408621510158156,4.855849046797175e-5,0.0036997362180696105,0.003405642945975176,128,"tags=28%, list=6%, signal=27%",MYL3/MYL2/MYBPH/TNNI1/ATP2A2/CASQ2/ANK2/ATP1A1/NOS1
BP,GO:0003229,ventricular cardiac muscle tissue development,10,0.8554143964207008,1.9491352649278888,5.2162718342797124e-5,0.0036997362180696105,0.003405642945975176,12,"tags=50%, list=1%, signal=50%",MYH6/MYL3/MYL2/TNNC1/TNNI1
BP,GO:0008015,blood circulation,89,0.5129778351468783,1.9281808026057,6.210479678023325e-5,0.00430001783421234,0.003958207975241432,367,"tags=30%, list=17%, signal=26%",MYH6/COL1A2/MYL3/ACTC1/MYL2/TNNC1/TNNI1/ATP2A2/CSRP3/SCPEP1/HSPB7/CASQ2/ANK2/ATP1A1/NOS1/SERPING1/SMTNL1/AGT/FGG/SUMO1/GCLM/CAMK2D/SOD3/HSP90AA1/ADIPOQ/KNG1/ITGB1
CC,GO:0016460,myosin II complex,19,0.749183978792679,2.031057566949111,7.163231707166474e-5,0.004545973549937875,0.004184612588681683,31,"tags=32%, list=1%, signal=31%",MYH6/MYH4/MYL3/MYH3/MYH1/MYL6B
BP,GO:0022617,extracellular matrix disassembly,10,-0.841017451200966,-2.024907775237237,6.836693326303729e-5,0.004545973549937875,0.004184612588681683,237,"tags=60%, list=11%, signal=54%",CTSG/CST3/PBXIP1/CLASP2/CLASP1/LCP1
BP,GO:0031032,actomyosin structure organization,74,0.5225638561577073,1.9057811457135803,7.09713937298966e-5,0.004545973549937875,0.004184612588681683,139,"tags=22%, list=7%, signal=21%",MYH6/ACTC1/MYL2/MYBPH/MYH3/MYOZ2/CSRP3/NRAP/MYOM3/CNN3/TNNT1/KLHL41/FLII/PGM5/CSRP1/PDLIM1
BP,GO:0003008,system process,258,0.38913009822298084,1.6557967445810682,7.191017307329512e-5,0.004545973549937875,0.004184612588681683,391,"tags=27%, list=19%, signal=25%",MYH6/MYH4/COL1A2/MYL3/ACTC1/MYL2/MYBPH/MYH3/TNNC1/TNNI1/ATP2A2/ANKRD2/MYOZ2/MYH1/LMCD1/CSRP3/SCPEP1/MYL6B/HSPB7/TPM3/SMPX/CRYAB/AKR1C3/CASQ2/CD34/TFRC/TNNT1/KLHL41/ANK2/SETD3/ATP1A1/UCHL1/CALD1/TIMM9/NOS1/MYOT/MGLL/SERPING1/SMTNL1/CD36/LUM/AGT/COL18A1/APOA1/PPT1/RCSD1/TMOD1/FGG/GNB1/MME/SUMO1/GCLM/UBE3A/SERPINA3/TIMM13/TIMM10/CAMK2D/SOD3/PPP1R12B/STX4/HSP90AA1/ADIPOQ/KNG1/SLC16A1/SERPINF1/ITGB1/APOA2/EIF4EBP2/TIMM8B/RABGGTA
BP,GO:0010952,positive regulation of peptidase activity,27,-0.6452390925713802,-2.0429231001810813,9.78043332625556e-5,0.005688300022550234,0.0052361351470879775,46,"tags=30%, list=2%, signal=29%",PDCD6/ARL6IP5/CTSD/PSME3/SNCA/S100A9/S100A8/SERPINB3
BP,GO:0055008,cardiac muscle tissue morphogenesis,14,0.7870337872228618,1.9831788851222183,9.681624320394405e-5,0.005688300022550234,0.0052361351470879775,57,"tags=50%, list=3%, signal=49%",MYH6/MYL3/ACTC1/MYL2/TNNC1/TNNI1/XIRP2
BP,GO:0060415,muscle tissue morphogenesis,14,0.7870337872228618,1.9831788851222183,9.681624320394405e-5,0.005688300022550234,0.0052361351470879775,57,"tags=50%, list=3%, signal=49%",MYH6/MYL3/ACTC1/MYL2/TNNC1/TNNI1/XIRP2
CC,GO:0005859,muscle myosin complex,12,0.8213884183621036,1.9537599547227291,9.714611115353158e-5,0.005688300022550234,0.0052361351470879775,31,"tags=50%, list=1%, signal=50%",MYH6/MYH4/MYL3/MYH3/MYH1/MYL6B
BP,GO:0008016,regulation of heart contraction,42,0.6026974356911649,1.9817053196768646,1.2205136080369148e-4,0.0069185922746764945,0.006368631055709234,128,"tags=24%, list=6%, signal=23%",MYH6/MYL3/MYL2/ATP2A2/CSRP3/HSPB7/CASQ2/ANK2/ATP1A1/NOS1
BP,GO:0030036,actin cytoskeleton organization,170,0.415459840423847,1.6950239387536215,1.2371623049627846e-4,0.0069185922746764945,0.006368631055709234,207,"tags=19%, list=10%, signal=19%",MYH6/ACTC1/MYL2/MYBPH/MYH3/MYOZ2/XIRP1/CSRP3/NRAP/POTEE/DPYSL3/TPM3/MYOM3/XIRP2/POTEF/CNN3/TNNT1/KLHL41/FLII/MSRB2/SETD3/PGM5/CSRP1/CALD1/CORO6/TMSB10/PDLIM1/DSTN/SMTNL1/FLNC/TNXB/APOA1/COBL
CC,GO:0019866,organelle inner membrane,184,0.40378087139706753,1.658218210412047,1.272013914976159e-4,0.00697927634858617,0.006424491332243044,758,"tags=54%, list=36%, signal=38%",LDHB/NDUFA11/MRPL12/SLC25A20/SFXN1/MRPL46/MRPS22/MRPL17/NDUFAF3/TIMM9/AMBP/COX7C/TMEM43/MRPS7/PMPCA/COX20/TIMM21/ATPAF1/HSPD1/APOO/MRPS30/NDUFAF5/TOR1AIP1/PTCD3/ETFDH/MPC2/NDUFS6/DAP3/TIMM13/HCCS/TRAP1/TMEM11/TIMM10/SHMT2/SLC25A3/UQCRC1/NDUFAF6/NDUFS2/TIMM8B/SDHA/NDUFAF4/LRPPRC/TIMM22/NDUFA7/COQ5/CYC1/HADHA/PPIF/TOMM40/NDUFS7/NDUFB7/AFG3L2/CRAT/OPA1/COX6B1/COX5B/TMX4/MRPS11/COQ6/FECH/NDUFV1/BDH1/SDHB/LETM1/MRPL45/HSPA9/CPT2/NDUFA13/CYCS/COQ7/HADHB/NDUFB9/NDUFAB1/UQCRH/COA5/UQCRC2/CKMT2/CLU/NDUFV3/TIMM50/EMD/NDUFA4/NDUFA5/PAM16/NDUFB11/NUTF2/MRPS23/NDUFA6/NDUFV2/COA3/NDUFA12/COX7A2/SCO1/SLC25A4/UQCRQ/NDUFS3/GADD45GIP1/NDUFS5/ATAD3A
BP,GO:0060048,cardiac muscle contraction,44,0.5965115109711328,1.9791003815648665,1.3434410125252665e-4,0.00719598920320886,0.0066239776094114714,128,"tags=25%, list=6%, signal=24%",MYH6/MYL3/MYL2/TNNC1/TNNI1/ATP2A2/CSRP3/CASQ2/ANK2/ATP1A1/NOS1
BP,GO:0030048,actin filament-based movement,42,0.5991940469523523,1.970185967362649,1.3610020845133676e-4,0.00719598920320886,0.0066239776094114714,128,"tags=24%, list=6%, signal=23%",MYH6/MYH4/ACTC1/MYH3/TNNC1/ATP2A2/MYL6B/ANK2/ATP1A1/NOS1
CC,GO:0005740,mitochondrial envelope,243,0.3871960088252357,1.6292534226227395,1.504275582430217e-4,0.007811488203048341,0.007190550387443689,844,"tags=58%, list=40%, signal=39%",AKAP1/LDHB/NDUFA11/MFN2/MRPL12/SUOX/SLC25A20/BPHL/SFXN1/ASS1/MRPL46/MRPS22/MGST3/CHCHD2/FUNDC2/MRPL17/NDUFAF3/TIMM9/AMBP/COX7C/MRPS7/PMPCA/LYRM7/COX20/SIRT5/TIMM21/ATPAF1/CISD1/DIABLO/HSPD1/APOO/MRPS30/NDUFAF5/PTCD3/ETFDH/MPC2/NDUFS6/ACADM/ACSL1/THOP1/DAP3/TIMM13/HCCS/TRAP1/TMEM11/TIMM10/SHMT2/SLC25A3/UQCRC1/NDUFAF6/NDUFS2/TIMM8B/SLC44A2/VDAC2/SDHA/NDUFAF4/TIMM22/NDUFA7/COQ5/CYC1/HADHA/SYNJ2BP/PPIF/TOMM40/PNPT1/NDUFS7/NDUFB7/SLMAP/AFG3L2/CRAT/OPA1/COX6B1/COX5B/MRPS11/COQ6/VDAC3/FECH/NDUFV1/DARS2/MAOB/BDH1/SDHB/TUFM/LETM1/FAM162A/HSD17B8/OGDH/MRPL45/HSPA9/CPT2/NDUFA13/CYCS/COQ7/HADHB/NDUFB9/NDUFAB1/UQCRH/COA5/UQCRC2/CKMT2/CLU/NDUFV3/TIMM50/CYB5B/NDUFA4/NDUFA5/COA6/CPT1B/PAM16/NDUFB11/MRPS23/NDUFA6/NDUFV2/COA3/NDUFA12/COX7A2/SCO1/SLC25A4/UQCRQ/NDUFS3/GADD45GIP1/HINT2/NDUFS5/ATAD3A/NDUFA10/VDAC1/MTCH2/PARK7/NDUFS1/MRPL39/UQCRB/HTRA2/MTX1/BNIP1/MRPS25/ACADVL/NDUFA3/ATAD1/CLPB/SPG7
BP,GO:0045214,sarcomere organization,33,0.6328212772274433,1.969231149045728,1.624800177017578e-4,0.008289331429415995,0.0076304096955783956,112,"tags=27%, list=5%, signal=26%",MYH6/MYBPH/MYH3/MYOZ2/CSRP3/MYOM3/TNNT1/FLII/CSRP1
BP,GO:0033275,actin-myosin filament sliding,13,0.8016638968079425,1.9756685963395964,1.7031958344349417e-4,0.008539471528511743,0.00786066607435219,31,"tags=46%, list=1%, signal=46%",MYH6/MYH4/ACTC1/MYH3/TNNC1/MYL6B
CC,GO:0022627,cytosolic small ribosomal subunit,29,-0.631319345146509,-2.065215243539356,1.8485571865360268e-4,0.00911119372618096,0.008386941882892268,433,"tags=41%, list=21%, signal=33%",RPS6/RPS2/RPS4X/RPS23/RPS21/RPS19/LARP4/RPS10/RPS27/RPS28/RPS5/RPS13
BP,GO:0060537,muscle tissue development,90,0.4933248676187213,1.8558549998063045,1.9134773086031543e-4,0.009273986689029954,0.008536794378557581,112,"tags=17%, list=5%, signal=16%",MYH6/MYL3/ACTC1/MYL2/TNNC1/TNNI1/MYOZ2/CSRP3/KLHL40/NRAP/MYL6B/XIRP2/KLHL41/PGM5/CSRP1
CC,GO:0005882,intermediate filament,27,-0.6338183439486229,-2.006763308483074,1.9657460979487335e-4,0.009371130578417895,0.008626216267616272,265,"tags=52%, list=13%, signal=46%",KRT6A/KRT6B/KRT2/CASP14/EIF6/KRT5/KRT9/LMNB1/KRT16/JUP/KRT14/KRT1/KRT10/KRT17
BP,GO:0048644,muscle organ morphogenesis,15,0.7621645352963365,1.9559857430038508,2.138542749538399e-4,0.010030455347834942,0.009233131090112307,57,"tags=47%, list=3%, signal=46%",MYH6/MYL3/ACTC1/MYL2/TNNC1/TNNI1/XIRP2
BP,GO:0010950,positive regulation of endopeptidase activity,26,-0.6560350563466886,-2.0736707976755633,2.20929046305306e-4,0.01019780423263222,0.009387177355963127,46,"tags=31%, list=2%, signal=30%",PDCD6/ARL6IP5/CTSD/PSME3/SNCA/S100A9/S100A8/SERPINB3
BP,GO:0048738,cardiac muscle tissue development,43,0.5827279524877302,1.9235476172665151,2.496140930266417e-4,0.01134184035189803,0.010440273660637333,57,"tags=21%, list=3%, signal=21%",MYH6/MYL3/ACTC1/MYL2/TNNC1/TNNI1/CSRP3/NRAP/XIRP2
MF,GO:0003779,actin binding,147,0.42354111024384483,1.6994796271246544,2.721595591184682e-4,0.012175999967946239,0.011208125649202667,243,"tags=22%, list=12%, signal=21%",MYH6/MYH4/MYL3/MYL2/MYH3/TNNC1/TNNI1/MYOZ2/XIRP1/MYH1/CSRP3/NRAP/TPM3/XIRP2/CNN3/FLII/MSRB2/SETD3/NEXN/CALD1/CORO6/TAGLN/MYOT/TMSB10/PDLIM1/GC/DSTN/FLNC/COBL/S100A4/RCSD1/TMOD1
BP,GO:0009887,animal organ morphogenesis,81,0.4912859229564082,1.8255627956881668,2.8116648252515255e-4,0.012388365623987025,0.01140361028806161,195,"tags=21%, list=9%, signal=20%",MYH6/COL1A2/MYL3/ACTC1/MYL2/TNNC1/TNNI1/THY1/XIRP2/CD34/MFN2/ASPN/LTF/SMTNL1/ALDH1A2/AGT/COL18A1
